Species_name;clonal_adventitious_buds_on_roots;clonal_bulbs;clonal_epigeogeneous_stems;clonal_hypogeogeneous_stems;clonal_plant_fragments_of_stem_origin;clonal_plantlets_(pseudovivipary);clonal_rooting_horizontal_stems;clonal_root-splitters;clonal_spacers_above_and_renewal_buds_below_soil_surface;clonal_stem_tubers;clonal_buds_on_leaves_(gemmipary);reprod_type;LifeF_macrophanero;LifeF_nanophanero;LifeF_hemicrypto;LifeF_geophyte;LifeF_chamae;LifeF_hemiphanero;LifeF_pseudo;LifeF_thero;flower_class;legume;flower_brown;flower_yellow;flower_green;flower_red;flower_white;flower_pink;flower_purple;flower_violet;flower_blue;DispersalUnitLength_mean;LeafArea_mean;LeafNitrogenContent_mean;PlantHeight_mean;PlantMycorrhizalInfection_mean;SeedDryMass_mean;SLA_mean
Lapsana_communis;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;B`;0;0;1;0;0;0;0;0;0;0;3.945714286;4144.447971;39.27217667;0.896923077;70;1.03825;44.20404094
Leontodon_autumnalis;0;0;1;0;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;;;;;;;
Leucanthemum_vulgare;0;0;1;0;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;1;0;0;0;0;2.313333333;789.1394959;16.21047417;0.402570769;;0.442628364;20.13202897
Linaria_vulgaris;1;0;0;1;0;0;0;0;0;0;0;sv;0;0;0;1;0;0;0;0;H;0;0;1;0;0;0;0;0;0;0;2.06;283.874069;18.34414346;0.527686567;30;0.159844444;28.63501032
Lolium_multiflorum;0;0;1;1;0;1;0;0;0;0;0;s;0;0;1;0;0;0;0;1;W;0;0;1;0;0;0;0;0;0;0;6.807142857;1004.620843;20.14666667;0.566642857;70;2.736870968;27.21465418
Lolium_perenne;0;0;1;0;0;0;1;0;0;0;0;s;0;0;1;0;0;0;0;0;W;0;0;1;0;0;0;0;0;0;0;5.260909091;277.3077749;28.57669254;0.369637709;70;1.927518348;21.71178696
Lotus_corniculatus;1;0;0;0;0;0;1;1;0;0;0;ssv;0;0;1;0;0;0;0;0;Hb;1;0;1;0;0;0;0;0;0;0;4.852;209.3670148;32.78709403;0.360620219;70;1.234628734;23.67437461
Luzula_campestris;0;0;1;1;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;W;0;1;0;0;0;0;0;0;0;0;1.478;235;27.05866667;0.1584;30;0.61424129;25.59517071
Luzula_multiflora;0;0;1;0;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;W;0;1;0;0;0;0;0;0;0;0;1.586666667;180.6720144;22.97635563;0.202811111;;0.807583333;23.40172587
Malva_moschata;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;B;0;0;0;0;0;1;1;0;0;0;2.046;3111.5;;0.425;;2.2085;20.03333333
Medicago_lupulina;1;0;0;0;0;0;0;1;0;0;0;sv;0;0;1;0;0;0;0;1;H;1;0;1;0;0;0;0;0;0;0;2.32;399.4961126;31.50849;0.248437838;70;1.511144345;30.40364701
Medicago_minima;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;1;0;0;0;0;0;0;0;3.155;28.33333333;35.85699333;0.121730769;;1.074592857;24.85095238
Medicago_x_varia;0;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;1;0;0;0;H;1;0;1;1;0;1;0;1;1;1;;;;;;;
Melampyrum_pratense;0;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;0;0;0;1;Hh;0;0;1;0;0;0;0;0;0;0;4.063333333;739.5720214;23.89617;0.231071429;10;5.602235;20.45749396
Melilotus_officinalis;0;0;1;0;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;1;0;0;0;0;0;0;0;2.8825;534.25;38.474;1.017714286;70;2.831436633;18.69256475
Moehringia_trinervia;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;AB;0;0;0;0;0;1;0;0;0;0;0.975;200.1552643;26.61078333;0.1765;10;0.188;50.81847686
Myosotis_arvensis;0;0;0;0;1;0;0;0;0;0;0;s;0;0;1;0;0;0;0;1;B;0;0;1;0;0;0;0;0;0;1;2.13;615.065278;13.4665;0.300732143;20;0.444499451;38.63557536
Myosotis_ramosissima;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;B;0;0;1;0;0;0;0;0;0;1;2.348571429;238.6;;0.126111111;30;0.223025;27.22266667
Myosotis_stricta;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;B;0;0;1;0;0;0;0;0;0;1;1.22;36.88333333;;0.088;;0.112915;26.97333333
Oenothera_biennis;1;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;FnH;0;0;1;0;0;0;0;0;0;0;1.7075;4943.633333;18.3903525;0.9515;70;0.410850852;18.35922486
Ononis_repens;0;0;1;1;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;Hb;1;0;0;0;1;0;0;1;0;0;2.7775;152.9348611;39.06741837;0.408333333;70;4.7389;22.98962827
Papaver_argemone;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;Po;0;0;0;0;1;0;0;0;0;0;0.933333333;983;;0.431818182;;0.16508;23.8
Papaver_dubium;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;Po;0;0;0;0;1;0;0;0;0;0;0.705;4627;;0.42655;;0.129989316;23.98571429
Petrorhagia_prolifera;0;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;0;0;0;1;F;0;0;0;0;0;0;1;0;0;0;1.52;100.2307333;21.30014;0.305;;0.324885714;14.96081617
Petrorhagia_saxifraga;0;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;1;0;0;0;B;0;0;0;0;0;0;1;0;1;0;1.186666667;;;0.2;;0.14;
Peucedanum_oreoselinum;1;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;A;0;0;0;0;1;1;0;0;0;0;5.508;1812.488841;14.25036667;0.575;;4.14;22.02536651
Picris_hieracioides;1;0;0;1;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;4.413333333;1889.566893;22.92347268;0.459564571;70;1.1463;29.20677615
Pimpinella_saxifraga;1;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;A;0;0;1;0;0;1;0;0;0;0;2.205714286;2793.666667;23.10123457;0.359605747;70;1.214392;16.69481875
Pinus_sylvestris;0;1;0;0;0;0;0;0;0;0;0;s;1;0;0;0;0;0;0;0;W;0;0;1;1;0;0;0;0;0;0;13.82857143;75.01462767;13.07491855;8.382385639;70;7.755152165;5.242298142
Plantago_arenaria;0;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;0;0;0;1;Wb;0;0;0;0;0;1;0;0;0;1;1.805;97.8;;0.28;;1.084444444;16.53666667
Plantago_lanceolata;1;0;1;0;0;0;0;1;0;0;0;ssv;0;0;1;0;0;0;0;0;Wb;0;1;0;0;0;0;0;0;0;0;2.939090909;1066.777657;21.25958523;0.209875895;70;1.474078607;18.35987974
Plantago_major;0;0;1;0;0;0;0;0;0;0;0;ssv;0;0;1;0;0;0;0;0;Wb;0;0;1;0;0;0;0;0;0;0;2.03;5975.708182;33.81506428;0.253006377;70;0.215805337;20.93326701
Poa_angustifolia;0;0;1;1;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;W;0;0;1;0;0;0;0;0;0;0;2.3525;200.4;14;0.597222222;;0.18365493;19.10666667
Poa_annua;0;0;1;0;0;0;1;0;0;0;0;ssv;0;0;1;0;0;0;0;1;W;0;0;1;0;0;0;0;0;0;0;2.325833333;144.4199513;38.98477266;0.1493456;30;0.252688413;41.07062063
Poa_bulbosa;0;0;1;0;0;1;0;0;0;0;0;v;0;0;1;0;0;0;0;0;W;0;0;1;0;0;0;0;0;0;0;8.5675;116.5914286;18.522;0.16740577;;0.761660343;37.66559966
Poa_compressa;0;0;1;1;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;W;0;0;1;0;0;0;0;0;0;0;1.94;184.9117143;19.83166667;0.280559091;70;0.207521544;20.55567516
Poa_pratensis;0;0;1;1;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;W;0;0;1;0;0;0;0;0;0;0;2.594;594.0418158;18.7215694;0.4071554;70;0.269083284;19.69484398
Poa_trivialis;0;0;1;0;1;0;1;0;0;0;0;sv;0;0;1;0;0;0;0;0;W;0;0;1;0;0;0;0;0;0;0;2.265555556;1937.222879;35.80893178;0.696022138;70;0.178549673;34.88891917
Polygonatum_odoratum;0;0;0;1;0;0;0;0;0;0;0;sv;0;0;0;1;0;0;0;0;Hh;0;0;0;0;0;1;0;0;0;0;9.9;2533.930006;29.28861512;0.273125;70;85.92973333;26.04200248
Polygonum_aviculare;0;0;0;1;0;0;0;0;0;0;0;s;0;0;0;0;0;0;0;1;B;0;0;0;1;1;0;1;0;0;0;3.021666667;137.15;29.50363636;0.262666667;10;1.5143;24.6644295
Populus_tremula;1;0;0;0;0;0;0;0;0;0;0;sv;1;0;0;0;0;0;0;0;W;0;0;0;0;1;0;0;1;0;0;3.91;2337.994528;24.51447966;17.66470588;70;0.111083333;14.72757707
Portulaca_oleracea;0;0;0;0;0;0;0;0;0;0;0;s;0;0;0;0;0;0;0;1;AB;0;0;1;0;0;0;0;0;0;0;0.796666667;175.1631102;24.62664473;0.049407407;10;0.203901154;18.4964493
Potentilla_argentea;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;0.906666667;322.5116667;;0.23;70;0.08785;16.69148863
Potentilla_incana;0;0;0;0;0;0;0;1;0;0;0;sv;0;0;1;0;0;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;1.286666667;331.9533333;;0.065;;;13.265
Potentilla_reptans;0;0;1;0;0;0;1;0;0;0;0;sv;0;0;1;0;0;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;1;2945.371286;23.04910779;0.152;70;0.291591667;26.31644573
Potentilla_verna;0;0;1;0;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;1.64;299.8;22;0.045677656;70;0.551293548;15.27322711
Prunus_domestica;1;0;0;0;0;0;0;0;0;0;0;ssv;1;0;0;0;0;0;0;0;AB;0;0;0;1;0;1;0;0;0;0;32.41666667;1759.811571;17.11405;3.833333333;30;615.251875;11.04082075
Prunus_serotina;1;0;0;0;0;0;0;0;0;0;0;ssv;1;1;0;0;0;0;0;0;AB;0;0;1;0;0;1;0;0;0;0;7.575;2384.324833;24.12331207;8.673688889;;106.5911244;19.749981
Prunus_spinosa;1;0;0;0;0;0;0;0;0;0;0;sv;0;1;0;0;0;0;0;0;AB;0;0;0;0;0;1;0;0;0;0;11.18;452.8866667;27.06105965;1.971;70;205.9901529;16.83339648
Pyrus_communis;0;0;0;1;0;0;0;0;0;0;0;ssv;1;0;0;0;0;0;0;0;ABDe;0;0;0;0;0;1;0;0;0;0;7.75;;14.2;14.0864;;31.33134915;7.384656084
Quercus_robur;1;0;0;0;0;0;0;0;0;0;0;s;1;0;0;0;0;0;0;0;W;0;0;1;1;0;0;0;0;0;0;21.22857143;2431.931484;22.42171681;0.696419308;70;3126.246;11.88123545
Ranunculus_acris;0;0;1;0;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;2.939;1412.371743;25.42870175;0.405902667;70;1.514893333;22.88140857
Ranunculus_bulbosus;0;0;0;0;0;0;0;0;0;1;0;s;0;0;0;1;0;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;2.87875;1403.618693;25.34994273;0.228645;70;2.666459877;19.46158736
Robinia_pseudoacacia;1;0;0;0;0;0;0;0;0;0;0;sv;1;0;0;0;0;0;0;0;H;1;0;0;0;0;1;0;0;0;0;;2308.013333;33.16580568;7.37225;70;18.81339864;34.6165107
Rosa_canina;1;0;0;0;0;0;0;0;0;0;0;s;0;1;0;0;0;0;0;0;Po;0;0;0;0;0;1;1;0;0;0;17.12833333;1233.611539;20.1693775;1.957058824;70;114.7712821;17.89627429
Rubus_caesius;1;0;0;0;0;0;1;0;0;0;0;sv;0;0;0;0;0;0;1;0;B;0;0;0;0;0;1;0;0;0;0;3.806;6847.61785;20.70292307;0.4351;70;3.652357094;21.67529512
Rubus_fruticosus;1;0;0;0;0;0;0;0;1;0;0;sv;0;0;0;0;0;0;1;0;B;0;0;0;0;0;1;1;0;0;0;15.5;2461.271264;25.92557917;1.335;70;2.554545455;17.91716995
Rumex_acetosella;1;0;1;1;0;0;0;0;0;0;0;sv;0;0;1;1;0;0;0;0;Wb;0;0;0;1;1;0;0;0;0;0;1.305714286;232.5868051;29.70751993;0.160938871;10;0.528679362;21.69914827
Rumex_thyrsiflorus;0;0;1;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;Wb;0;0;0;1;1;0;0;0;0;0;2.765714286;2792.25;;0.64375;;0.70875;20.68833333
Salvia_pratensis;0;0;0;1;0;0;0;1;0;0;0;ssv;0;0;1;0;0;0;0;0;Hh;0;0;0;0;0;0;0;0;1;1;2.047142857;2461.663982;30.86013;0.521875;70;2.364445161;26.63057214
Sanguisorba_muricata;0;0;0;0;0;0;0;1;0;0;0;ssv;0;0;1;0;0;0;0;0;W;0;0;0;1;1;0;0;0;0;0;;;;;;;
Saponaria_officinalis;1;0;0;1;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;Fn;0;0;0;0;0;1;1;1;0;0;1.888333333;2699.4481;8.001244667;0.521728889;10;1.600735432;24.7978459
Saxifraga_tridactylites;0;0;1;0;0;0;0;0;0;0;0;s;0;0;0;0;0;0;0;1;A;0;0;0;0;0;1;0;0;0;0;0.43;25.938;;0.0725;;0.012726316;25.344
Scleranthus_annuus;0;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;0;0;0;1;AB;0;0;0;1;0;0;0;0;0;0;3.174444444;6.1456675;22.56172333;0.0789125;10;1.1583725;25.77849701
Scleranthus_perennis;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;AB;0;0;0;1;0;1;0;0;0;0;3.561666667;4.686666667;;0.125;;1.41304;18.93
Securigera_varia;0;0;1;0;0;0;0;0;0;0;0;ssv;0;0;1;0;0;0;0;0;H;1;0;0;0;1;1;0;0;1;0;4.801666667;1179.479955;38.28241;0.435;10;3.851857143;34.82075099
Sedum_acre;0;0;0;0;1;0;1;0;0;0;1;sv;0;0;0;0;1;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;0.794;11.63539429;10.93900852;0.072727273;30;0.038296667;13.79115802
Sedum_album;0;0;0;0;0;0;1;0;0;0;0;sv;0;0;0;0;1;0;0;0;AB;0;0;0;0;0;1;0;0;0;0;0.873333333;28.19492714;11.57079333;0.1025;10;0.027777778;16.91418272
Sedum_maximum;0;0;0;0;0;0;1;0;0;0;0;s;0;0;1;1;0;0;0;0;AB;0;0;1;1;0;1;0;0;0;0;;;;;;0.053;
Sedum_reflexum;0;0;0;0;0;0;1;0;0;0;0;sv;0;0;0;0;1;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;1.03;27.17666667;;0.190714286;10;0.052222222;12.71857143
Sedum_sexangulare;0;0;1;0;0;0;1;0;0;0;0;sv;0;0;0;0;1;0;0;0;AB;0;0;1;0;0;0;0;0;0;0;0.5;12.8375;;0.129;;0.025714286;13.87666667
Senecio_inaequidens;0;0;1;0;0;0;0;0;0;0;0;s;0;0;0;0;0;1;0;0;B`;0;0;1;0;0;0;0;0;0;0;3.885;207.0119863;19.02312333;0.54;;0.3646;18.16820703
Senecio_jacobaea;1;0;1;0;0;0;0;1;0;0;0;ssv;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;3.063076923;5683.8;20.22568;0.560195652;70;0.235666786;24.21772372
Senecio_vernalis;0;0;1;0;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;1;B`;0;0;1;0;0;0;0;0;0;0;3.994285714;1605.93;;0.28;;0.2;24.35
Setaria_viridis;0;0;1;0;0;0;0;0;0;0;0;s;0;0;0;0;0;0;0;1;W;0;0;1;1;0;0;0;0;0;0;2.078;778.6333333;23.43706635;0.65875;;1.139583333;27.06005024
Silene_alba;1;0;0;0;0;0;0;1;0;0;0;ssv;0;0;1;0;0;0;0;0;Fn;0;0;0;0;0;1;0;0;0;0;;468.816;;;;0.88525;22.65135216
Silene_conica;0;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;0;0;0;1;B;0;0;0;0;0;1;1;0;0;0;0.856;316;;0.14875;;0.340933333;70.3
Silene_vulgaris;1;0;0;0;0;0;0;1;0;0;0;s;0;0;0;0;1;0;0;0;FHh;0;0;0;0;0;1;0;0;0;0;1.465714286;677.3917216;26.60363614;0.406042857;10;1.175465432;23.98255788
Sisymbrium_loeselii;0;0;0;1;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;1;AB;0;0;1;0;0;0;0;0;0;0;0.79;2706.677143;;0.52875;0;0.136;17.97214286
Solanum_nigrum;1;0;0;0;0;0;1;0;0;0;0;s;0;0;0;0;0;0;0;1;Po;0;0;1;0;0;1;0;0;0;0;4.246666667;2181.666667;;0.4875;70;1.132320531;24.01111111
Solidago_canadensis;0;0;0;1;0;0;0;0;0;0;0;sv;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;1.952;998.7319009;15.7320369;0.837202421;;0.09024206;16.79684446
Spergula_morisonii;0;0;1;1;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;1;AB;0;0;0;0;0;1;0;0;0;0;1.596666667;4.846666667;;0.1;;0.161;11.6
Spergularia_rubra;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;AB;0;0;0;0;1;0;0;0;0;0;0.692;17.33333333;27.1;0.104166667;;0.048552632;16.79250614
Stellaria_graminea;0;0;1;0;0;0;1;0;0;0;0;sv;0;0;1;0;0;0;0;0;AB;0;0;0;0;0;1;0;0;0;0;0.908571429;180.8888889;28.21428571;0.401770732;10;0.281897917;33.17274214
Stellaria_media;0;0;0;0;1;0;1;0;0;0;0;s;0;0;1;0;0;0;0;1;AB;0;0;0;0;0;1;0;0;0;0;1.1225;211.3128946;38.55865905;0.334663158;30;0.3615;82.66538111
Stellaria_pallida;0;0;0;0;0;0;1;0;0;0;0;s;0;0;1;0;0;0;0;1;AB;0;0;0;0;0;0;0;0;1;0;0.715;81.59092128;31.42725333;0.25;10;0.1256;59.53600018
Tanacetum_vulgare;0;0;0;1;0;0;0;0;0;0;0;ssv;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;1.84;8519.9;21.7315931;1.214625;;0.168775758;20.3888994
Taraxacum_laevigatum;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;11.9;1140.298462;;0.135;;0.383022727;43.46613223
Taraxacum_officinale;1;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;3.5275;2799.344639;29.52923586;0.19474393;70;0.637048922;27.19340313
Teesdalia_nudicaulis;0;0;0;0;0;0;1;0;0;0;0;s;0;0;1;0;0;0;0;0;AB;0;0;0;0;0;1;0;0;0;0;1.076666667;165.7964762;39.94462333;0.127;;0.293949206;39.36551093
Thymus_pulegioides;0;0;0;0;0;0;0;1;0;0;0;ssv;0;0;0;0;0;1;0;0;B;0;0;0;0;0;1;0;1;0;0;0.813333333;32;15.758755;0.177142857;;0.151404444;25.49727273
Tragopogon_dubius;1;0;1;0;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;20.0625;720.5879167;25.71285714;0.383630769;;11.98324784;18.00258752
Tragopogon_pratensis;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;B`;0;0;1;0;0;0;0;0;0;0;24.642;867.6864706;21.9;0.515416667;70;6.983121053;24.24063814
Trifolium_arvense;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;0;0;1;1;0;0;0;0;1.5375;117.4849836;26.123615;0.161218644;;0.513284472;19.57702849
Trifolium_campestre;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;1;0;0;0;0;0;0;0;3.264285714;139.9218387;33.00721667;0.174326511;;0.303191583;33.58193049
Trifolium_dubium;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;1;0;0;0;0;0;0;0;2.544444444;201.0676923;33.31451177;0.243361609;70;0.380903472;27.38873378
Trifolium_pratense;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;Hh;1;0;0;0;1;0;0;0;0;0;2.498;1003.486828;38.6102271;0.36758914;70;1.583219806;24.58066808
Trifolium_repens;0;0;0;0;0;0;1;0;0;0;0;sv;0;0;1;0;0;0;0;0;Hb;1;0;0;0;0;1;1;0;0;0;2.537142857;484.8806;43.21077292;0.211949599;70;0.557123419;29.25768046
Trifolium_striatum;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;0;0;0;0;1;0;0;0;3.00375;311.28;;0.13624;;1.857884848;21.22363588
Verbascum_lychnitis;0;0;1;0;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;0;Po;0;0;1;0;0;1;0;0;0;0;1.05;11176.77367;13.54977667;1.103181818;70;0.125948718;17.07291504
Verbascum_nigrum;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;0;Po;0;0;1;0;1;0;0;0;0;0;0.75;30127.5;;0.745;70;0.119576471;18.7
Veronica_arvensis;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;B;0;0;0;0;0;0;0;0;0;1;1.036;66.78503943;17.3784475;0.130375999;70;0.112908333;27.23009447
Veronica_chamaedrys;0;0;0;1;0;0;1;0;0;0;0;sv;0;0;1;0;1;0;0;0;Ds;0;0;0;0;0;0;0;0;0;1;1.296666667;305;22.685;0.202309184;70;0.196352941;30.71117575
Veronica_officinalis;0;0;1;0;0;0;1;0;0;0;0;sv;0;0;0;0;1;0;0;0;B;0;0;0;0;0;0;0;0;1;0;1.08;148;16.75555556;0.1568;70;0.128352;26.51257143
Veronica_prostrata;0;0;0;0;0;0;1;0;0;0;0;sv;0;0;0;0;1;0;0;0;B;0;0;0;0;0;0;0;0;1;1;;60;;0.148;;0.333;20.55
Veronica_sublobata;0;0;0;0;0;0;1;0;0;0;0;s;0;0;0;0;1;0;0;0;B;0;0;0;0;0;1;0;0;1;0;;;;;;;
Vicia_angustifolia;0;0;0;0;0;0;1;0;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;0;0;0;0;0;1;0;0;;;;0.4;;18.07;
Vicia_cracca;1;0;0;1;0;0;0;0;0;0;0;ssv;0;0;1;0;0;0;0;0;H;1;0;0;0;0;0;0;1;1;0;5.154444444;957.6302939;39.6822804;0.746834409;70;15.53104391;25.2295713
Vicia_hirsuta;0;0;0;1;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;0;0;0;1;0;0;0;0;3.07375;383.05;43.2098;0.5176;70;5.732377778;20.21029764
Vicia_lathyroides;0;0;0;1;0;0;0;0;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;0;0;0;0;0;0;1;0;6.185;272;;0.119041691;;2.126266667;25.8705368
Vicia_sepium;0;0;0;1;0;0;0;0;0;0;0;ssv;0;0;1;0;0;0;0;0;H;1;0;0;0;0;0;0;0;1;0;5.87375;2202;46.0056;0.456818182;70;20.36534737;38.48533333
Vicia_tetrasperma;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;0;0;0;0;1;0;0;0;3.246666667;222.6666667;;0.755214286;70;3.764383333;31.89649669
Vicia_villosa;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;H;1;0;0;0;0;0;0;1;1;1;11.26428571;524.7040192;31.20927875;0.679377778;;34.3579218;28.68142074
Viola_arvensis;1;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;Hb;0;0;0;0;0;1;0;0;0;0;1.525;187.7357492;24.39974;0.178571429;30;0.627018485;30.22251586
Viola_canina;1;0;1;0;0;0;0;0;0;0;0;ssv;0;0;1;0;0;0;0;0;Hb;0;0;0;0;0;0;0;0;0;1;2.1;571.7207338;34.54789286;0.246695652;70;0.969082353;27.72686822
Viola_suavis;0;0;0;0;0;0;0;1;0;0;0;sv;0;0;1;0;0;0;0;0;Hb;0;0;0;0;0;1;0;0;1;1;;;;0.1025;;;
Viola_tricolor;0;0;0;0;0;0;0;1;0;0;0;s;0;0;1;0;0;0;0;1;Hb;0;0;1;0;0;0;0;0;1;1;1.553333333;210.97;21.28;0.161916667;10;0.774103226;32.04647059
